,tour_descript,city,dates,theatre,city_opening_date,city_closing_date,geo_code,full_code,metro_area_name,year,title,show_type_tour,tour_opening,tour_closing,original_or_revival,reference_url,year_tour_opening,year_nyc_opening,opening_date_nyc,closing_date_nyc,production_type_nyc,show_type_nyc,n_performances_nyc
8135,august: osage county (tour),"Tulsa, OK","Jan 26, 2010 - Jan 31, 2010",Chapman Music Hall At Tulsa Performing Arts Center,2010-01-26 00:00:00,2010-01-31 00:00:00,671,US-OK-671,Tulsa OK,2010,august: osage county,Play,2009-07-24 00:00:00,2010-05-09 00:00:00,Original,http://www.ibdb.com/broadway-production/august-osage-county-506937#Tours,2009.0,2007.0,2007-12-04,2009-06-28,Original Production,Play,
8136,august: osage county (tour),"Hartford, CT","Nov 17, 2009 - Nov 22, 2009",Bushnell,2009-11-17 00:00:00,2009-11-22 00:00:00,533,US-CT-533,Hartford & New Haven CT,2009,august: osage county,Play,2009-07-24 00:00:00,2010-05-09 00:00:00,Original,http://www.ibdb.com/broadway-production/august-osage-county-506937#Tours,2009.0,2007.0,2007-12-04,2009-06-28,Original Production,Play,
8137,august: osage county (tour),"East Lansing, MI","Feb 16, 2010 - Feb 17, 2010",Wharton Center for the Performing Arts,2010-02-16 00:00:00,2010-02-17 00:00:00,551,US-MI-551,Lansing MI,2010,august: osage county,Play,2009-07-24 00:00:00,2010-05-09 00:00:00,Original,http://www.ibdb.com/broadway-production/august-osage-county-506937#Tours,2009.0,2007.0,2007-12-04,2009-06-28,Original Production,Play,
8138,august: osage county (tour),"St. Paul, MN","Mar 16, 2010 - Mar 21, 2010",Ordway Center For The Performing Arts,2010-03-16 00:00:00,2010-03-21 00:00:00,613,US-MN-613,Minneapolis-St. Paul MN,2010,august: osage county,Play,2009-07-24 00:00:00,2010-05-09 00:00:00,Original,http://www.ibdb.com/broadway-production/august-osage-county-506937#Tours,2009.0,2007.0,2007-12-04,2009-06-28,Original Production,Play,
8139,august: osage county (tour),"La Mirada, CA","Mar 30, 2010 - Apr 04, 2010",La Mirada Performing Arts Center,2010-03-30 00:00:00,2010-04-04 00:00:00,803,US-CA-803,Los Angeles CA,2010,august: osage county,Play,2009-07-24 00:00:00,2010-05-09 00:00:00,Original,http://www.ibdb.com/broadway-production/august-osage-county-506937#Tours,2009.0,2007.0,2007-12-04,2009-06-28,Original Production,Play,
8140,little women (tour),"St. Louis, MO","Feb 21, 2006 - Mar 05, 2006",Fox Theatre - St. Louis,2006-02-21 00:00:00,2006-03-05 00:00:00,609,US-IL-609,St. Louis MO,2009,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8141,little women (tour),"Salt Lake City, UT","Oct 25, 2005 - Oct 30, 2005",Capitol Theatre,2005-10-25 00:00:00,2005-10-30 00:00:00,770,US-NV-770,Salt Lake City UT,2004,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8142,little women (tour),"Detroit, MI","Dec 27, 2005 - Jan 01, 2006",Fisher Theatre,2005-12-27 00:00:00,2006-01-01 00:00:00,505,US-MI-505,Detroit MI,2014,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8143,little women (tour),"Detroit, MI","Dec 06, 2005 - Dec 18, 2005",Fisher Theatre,2005-12-06 00:00:00,2005-12-18 00:00:00,505,US-MI-505,Detroit MI,2015,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8144,little women (tour),"San Diego, CA","Sep 02, 2005 - Sep 04, 2005",San Diego Civic Theatre,2005-09-02 00:00:00,2005-09-04 00:00:00,825,US-CA-825,San Diego CA,2009,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8145,little women (tour),"Portland, OR","Aug 15, 2006 - Aug 20, 2006",Keller Auditorium,2006-08-15 00:00:00,2006-08-20 00:00:00,820,US-OR-820,Portland OR,2011,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8146,little women (tour),"Minneapolis, MN","Feb 14, 2006 - Feb 19, 2006",Orpheum Theatre - Minneapolis,2006-02-14 00:00:00,2006-02-19 00:00:00,613,US-MN-613,Minneapolis-St. Paul MN,2011,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8147,little women (tour),"Chicago, IL","Jan 24, 2006 - Feb 05, 2006",Cadillac Palace Theatre,2006-01-24 00:00:00,2006-02-05 00:00:00,602,US-IL-602,Chicago IL,2009,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8148,little women (tour),"Costa Mesa, CA","Sep 06, 2005 - Sep 18, 2005",Segerstrom Center for the Arts,2005-09-06 00:00:00,2005-09-18 00:00:00,803,US-CA-803,Los Angeles CA,2005,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8149,little women (tour),"San Jose, CA","Oct 11, 2005 - Oct 23, 2005",San Jose Center For The Performing Arts,2005-10-11 00:00:00,2005-10-23 00:00:00,807,US-CA-807,San Francisco-Oakland-San Jose CA,2010,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8150,little women (tour),"Cincinnati, OH","Jun 13, 2006 - Jun 25, 2006",Aronoff Center For The Arts: Procter &amp; Gamble Hall,2006-06-13 00:00:00,2006-06-25 00:00:00,515,US-OH-515,Cincinatti OH,2016,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8151,little women (tour),"Louisville, KY","Jun 06, 2006 - Jun 11, 2006",Kentucky Center For The Performing Arts,2006-06-06 00:00:00,2006-06-11 00:00:00,529,US-KY-529,Louisville KY,2014,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8152,little women (tour),"Milwaukee, WI","Jul 25, 2006 - Jul 30, 2006",Uihlein Hall at Marcus Performing Arts Center,2006-07-25 00:00:00,2006-07-30 00:00:00,617,US-WI-617,Milwaukee WI,2006,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8153,little women (tour),"Columbus, OH","Nov 29, 2005 - Dec 04, 2005",Palace Theatre - Columbus,2005-11-29 00:00:00,2005-12-04 00:00:00,535,US-OH-535,Columbus OH,2018,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8154,little women (tour),"Boston, MA","Jan 10, 2006 - Jan 22, 2006",Opera House (MA),2006-01-10 00:00:00,2006-01-22 00:00:00,506,US-MA-506,Boston MA-Manchester NH,2018,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8155,little women (tour),"Washington, DC","Jun 27, 2006 - Jul 23, 2006",Opera House (DC),2006-06-27 00:00:00,2006-07-23 00:00:00,511,US-DC-511,Washington DC (Hagerstown MD),2013,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8156,little women (tour),"Atlanta, GA","Mar 28, 2006 - Apr 02, 2006",Fox Theatre,2006-03-28 00:00:00,2006-04-02 00:00:00,524,US-GA-524,Atlanta GA,2006,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8157,little women (tour),"Seattle, WA","Nov 01, 2005 - Nov 06, 2005",Paramount Theatre,2005-11-01 00:00:00,2005-11-06 00:00:00,819,US-WA-819,Seattle-Tacoma WA,2005,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8158,little women (tour),"Los Angeles, CA","Aug 02, 2006 - Aug 13, 2006",Pantages Theatre - Los Angeles,2006-08-02 00:00:00,2006-08-13 00:00:00,803,US-CA-803,Los Angeles CA,2006,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8159,little women (tour),"Dallas, TX","May 23, 2006 - Jun 04, 2006",Music Hall At Fair Park,2006-05-23 00:00:00,2006-06-04 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2006,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8160,little women (tour),"Charlotte, NC","Jan 03, 2006 - Jan 08, 2006",Belk Theater,2006-01-03 00:00:00,2006-01-08 00:00:00,517,US-NC-517,Charlotte NC,2006,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8161,little women (tour),"Cleveland, OH","May 09, 2006 - May 21, 2006",Connor Palace,2006-05-09 00:00:00,2006-05-21 00:00:00,510,US-OH-510,Cleveland-Akron (Canton) OH,2006,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8162,little women (tour),"Nashville, TN","Nov 15, 2005 - Nov 20, 2005",Andrew Jackson Hall At Tennessee Performing Arts Center,2005-11-15 00:00:00,2005-11-20 00:00:00,659,US-TN-659,Nashville TN,2005,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8163,little women (tour),"Appleton, WI","Feb 07, 2006 - Feb 12, 2006",Fox Cities Performing Arts Center,2006-02-07 00:00:00,2006-02-12 00:00:00,658,US-WI-658,Green Bay-Appleton WI,2006,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8164,little women (tour),"Baltimore, MD","Apr 11, 2006 - Apr 23, 2006",Hippodrome Theatre,2006-04-11 00:00:00,2006-04-23 00:00:00,512,US-MD-512,Baltimore MD,2006,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8165,little women (tour),"Sacramento, CA","Sep 28, 2005 - Oct 09, 2005",Sacramento Community Center Theater,2005-09-28 00:00:00,2005-10-09 00:00:00,862,US-CA-862,Sacramento-Stockton-Modesto CA,2005,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8166,little women (tour),"Birmingham, AL","Apr 25, 2006 - Apr 30, 2006",Birmingham-Jefferson Concert Hall,2006-04-25 00:00:00,2006-04-30 00:00:00,630,US-AL-630,Birmingham AL,2006,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8167,little women (tour),"Tucson, AZ","Sep 20, 2005 - Sep 25, 2005",Music Hall,2005-09-20 00:00:00,2005-09-25 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2005,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8168,little women (tour),"New Haven, CT","Nov 23, 2005 - Nov 27, 2005",Shubert Performing Arts Center,2005-11-23 00:00:00,2005-11-27 00:00:00,533,US-CT-533,Hartford & New Haven CT,2005,little women,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005.0,2005.0,2005-01-23,2005-05-22,Original Production,Musical,137.0
8169,the light in the piazza (tour),"St. Louis, MO","Jan 30, 2007 - Feb 11, 2007",Fox Theatre - St. Louis,2007-01-30 00:00:00,2007-02-11 00:00:00,609,US-IL-609,St. Louis MO,2012,the light in the piazza,Musical,2006-08-01 00:00:00,2007-07-22 00:00:00,Original,http://www.ibdb.com/broadway-production/the-light-in-the-piazza-507414#Tours,2006.0,2005.0,2005-04-18,2006-07-02,Original Production,Musical,504.0
8170,the light in the piazza (tour),"Portland, OR","Apr 10, 2007 - Apr 15, 2007",Keller Auditorium,2007-04-10 00:00:00,2007-04-15 00:00:00,820,US-OR-820,Portland OR,2012,the light in the piazza,Musical,2006-08-01 00:00:00,2007-07-22 00:00:00,Original,http://www.ibdb.com/broadway-production/the-light-in-the-piazza-507414#Tours,2006.0,2005.0,2005-04-18,2006-07-02,Original Production,Musical,504.0
8171,the light in the piazza (tour),"Tampa, FL","Oct 03, 2006 - Oct 08, 2006","David A. Straz, Jr. Center for the Performing Arts",2006-10-03 00:00:00,2006-10-08 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2009,the light in the piazza,Musical,2006-08-01 00:00:00,2007-07-22 00:00:00,Original,http://www.ibdb.com/broadway-production/the-light-in-the-piazza-507414#Tours,2006.0,2005.0,2005-04-18,2006-07-02,Original Production,Musical,504.0
8172,the light in the piazza (tour),"Chicago, IL","Jul 10, 2007 - Jul 22, 2007",Auditorium Theatre of Roosevelt University,2007-07-10 00:00:00,2007-07-22 00:00:00,602,US-IL-602,Chicago IL,2006,the light in the piazza,Musical,2006-08-01 00:00:00,2007-07-22 00:00:00,Original,http://www.ibdb.com/broadway-production/the-light-in-the-piazza-507414#Tours,2006.0,2005.0,2005-04-18,2006-07-02,Original Production,Musical,504.0
8173,the light in the piazza (tour),"Denver, CO","Mar 27, 2007 - Apr 08, 2007",Buell Theatre,2007-03-27 00:00:00,2007-04-08 00:00:00,751,US-CO-751,Denver CO,2015,the light in the piazza,Musical,2006-08-01 00:00:00,2007-07-22 00:00:00,Original,http://www.ibdb.com/broadway-production/the-light-in-the-piazza-507414#Tours,2006.0,2005.0,2005-04-18,2006-07-02,Original Production,Musical,504.0
8174,the light in the piazza (tour),"Costa Mesa, CA","May 01, 2007 - May 13, 2007",Segerstrom Center for the Arts,2007-05-01 00:00:00,2007-05-13 00:00:00,803,US-CA-803,Los Angeles CA,2005,the light in the piazza,Musical,2006-08-01 00:00:00,2007-07-22 00:00:00,Original,http://www.ibdb.com/broadway-production/the-light-in-the-piazza-507414#Tours,2006.0,2005.0,2005-04-18,2006-07-02,Original Production,Musical,504.0
8175,the light in the piazza (tour),"Philadelphia, PA","Mar 06, 2007 - Mar 11, 2007",Merriam Theater,2007-03-06 00:00:00,2007-03-11 00:00:00,504,US-PA-504,Philadelphia PA,2004,the light in the piazza,Musical,2006-08-01 00:00:00,2007-07-22 00:00:00,Original,http://www.ibdb.com/broadway-production/the-light-in-the-piazza-507414#Tours,2006.0,2005.0,2005-04-18,2006-07-02,Original Production,Musical,504.0
8176,the light in the piazza (tour),"Des Moines, IA","Jan 09, 2007 - Jan 14, 2007",Des Moines Civic Center,2007-01-09 00:00:00,2007-01-14 00:00:00,679,US-IA-679,Des Moines-Ames IA,2018,the light in the piazza,Musical,2006-08-01 00:00:00,2007-07-22 00:00:00,Original,http://www.ibdb.com/broadway-production/the-light-in-the-piazza-507414#Tours,2006.0,2005.0,2005-04-18,2006-07-02,Original Production,Musical,504.0
8177,the light in the piazza (tour),"Cincinnati, OH","Sep 05, 2006 - Sep 17, 2006",Aronoff Center For The Arts: Procter &amp; Gamble Hall,2006-09-05 00:00:00,2006-09-17 00:00:00,515,US-OH-515,Cincinatti OH,2013,the light in the piazza,Musical,2006-08-01 00:00:00,2007-07-22 00:00:00,Original,http://www.ibdb.com/broadway-production/the-light-in-the-piazza-507414#Tours,2006.0,2005.0,2005-04-18,2006-07-02,Original Production,Musical,504.0
8178,the light in the piazza (tour),"Columbus, OH","Mar 13, 2007 - Mar 18, 2007",Palace Theatre - Columbus,2007-03-13 00:00:00,2007-03-18 00:00:00,535,US-OH-535,Columbus OH,2013,the light in the piazza,Musical,2006-08-01 00:00:00,2007-07-22 00:00:00,Original,http://www.ibdb.com/broadway-production/the-light-in-the-piazza-507414#Tours,2006.0,2005.0,2005-04-18,2006-07-02,Original Production,Musical,504.0
8179,the light in the piazza (tour),"Boston, MA","May 29, 2007 - Jun 09, 2007",Emerson Colonial Theatre,2007-05-29 00:00:00,2007-06-09 00:00:00,506,US-MA-506,Boston MA-Manchester NH,2017,the light in the piazza,Musical,2006-08-01 00:00:00,2007-07-22 00:00:00,Original,http://www.ibdb.com/broadway-production/the-light-in-the-piazza-507414#Tours,2006.0,2005.0,2005-04-18,2006-07-02,Original Production,Musical,504.0
8180,the light in the piazza (tour),"Washington, DC","Dec 19, 2006 - Jan 07, 2007",Opera House (DC),2006-12-19 00:00:00,2007-01-07 00:00:00,511,US-DC-511,Washington DC (Hagerstown MD),2018,the light in the piazza,Musical,2006-08-01 00:00:00,2007-07-22 00:00:00,Original,http://www.ibdb.com/broadway-production/the-light-in-the-piazza-507414#Tours,2006.0,2005.0,2005-04-18,2006-07-02,Original Production,Musical,504.0
8181,the light in the piazza (tour),"Atlanta, GA","Oct 10, 2006 - Oct 15, 2006",Fox Theatre,2006-10-10 00:00:00,2006-10-15 00:00:00,524,US-GA-524,Atlanta GA,2006,the light in the piazza,Musical,2006-08-01 00:00:00,2007-07-22 00:00:00,Original,http://www.ibdb.com/broadway-production/the-light-in-the-piazza-507414#Tours,2006.0,2005.0,2005-04-18,2006-07-02,Original Production,Musical,504.0
8182,the light in the piazza (tour),"Seattle, WA","Apr 17, 2007 - Apr 29, 2007",Paramount Theatre,2007-04-17 00:00:00,2007-04-29 00:00:00,819,US-WA-819,Seattle-Tacoma WA,2007,the light in the piazza,Musical,2006-08-01 00:00:00,2007-07-22 00:00:00,Original,http://www.ibdb.com/broadway-production/the-light-in-the-piazza-507414#Tours,2006.0,2005.0,2005-04-18,2006-07-02,Original Production,Musical,504.0
8183,the light in the piazza (tour),"Los Angeles, CA","Oct 31, 2006 - Dec 10, 2006",Ahmanson Theatre,2006-10-31 00:00:00,2006-12-10 00:00:00,803,US-CA-803,Los Angeles CA,2006,the light in the piazza,Musical,2006-08-01 00:00:00,2007-07-22 00:00:00,Original,http://www.ibdb.com/broadway-production/the-light-in-the-piazza-507414#Tours,2006.0,2005.0,2005-04-18,2006-07-02,Original Production,Musical,504.0
8184,the light in the piazza (tour),"Tempe, AZ","May 15, 2007 - May 20, 2007",ASU Gammage,2007-05-15 00:00:00,2007-05-20 00:00:00,753,US-AZ-753,Phoenix AZ,2007,the light in the piazza,Musical,2006-08-01 00:00:00,2007-07-22 00:00:00,Original,http://www.ibdb.com/broadway-production/the-light-in-the-piazza-507414#Tours,2006.0,2005.0,2005-04-18,2006-07-02,Original Production,Musical,504.0
8185,the light in the piazza (tour),"Pittsburgh, PA","Feb 20, 2007 - Feb 25, 2007",Benedum Center,2007-02-20 00:00:00,2007-02-25 00:00:00,508,US-PA-508,Pittsburgh PA,2007,the light in the piazza,Musical,2006-08-01 00:00:00,2007-07-22 00:00:00,Original,http://www.ibdb.com/broadway-production/the-light-in-the-piazza-507414#Tours,2006.0,2005.0,2005-04-18,2006-07-02,Original Production,Musical,504.0
8186,the light in the piazza (tour),"Cleveland, OH","Jan 16, 2007 - Jan 28, 2007",Connor Palace,2007-01-16 00:00:00,2007-01-28 00:00:00,510,US-OH-510,Cleveland-Akron (Canton) OH,2007,the light in the piazza,Musical,2006-08-01 00:00:00,2007-07-22 00:00:00,Original,http://www.ibdb.com/broadway-production/the-light-in-the-piazza-507414#Tours,2006.0,2005.0,2005-04-18,2006-07-02,Original Production,Musical,504.0
8187,the light in the piazza (tour),"Miami, FL","Sep 26, 2006 - Oct 01, 2006",Adrienne Arsht Center for the Performing Arts of Miami-Dade County,2006-09-26 00:00:00,2006-10-01 00:00:00,528,US-FL-528,Miami-Ft.Lauderdale FL,2006,the light in the piazza,Musical,2006-08-01 00:00:00,2007-07-22 00:00:00,Original,http://www.ibdb.com/broadway-production/the-light-in-the-piazza-507414#Tours,2006.0,2005.0,2005-04-18,2006-07-02,Original Production,Musical,504.0
8188,the light in the piazza (tour),"Orlando, FL","Sep 19, 2006 - Sep 24, 2006",Bob Carr Performing Arts Centre,2006-09-19 00:00:00,2006-09-24 00:00:00,534,US-FL-534,Orlando-Daytona Beach-Melbourne FL,2006,the light in the piazza,Musical,2006-08-01 00:00:00,2007-07-22 00:00:00,Original,http://www.ibdb.com/broadway-production/the-light-in-the-piazza-507414#Tours,2006.0,2005.0,2005-04-18,2006-07-02,Original Production,Musical,504.0
8189,the light in the piazza (tour),"Sacramento, CA","Jun 13, 2007 - Jun 24, 2007",Sacramento Community Center Theater,2007-06-13 00:00:00,2007-06-24 00:00:00,862,US-CA-862,Sacramento-Stockton-Modesto CA,2007,the light in the piazza,Musical,2006-08-01 00:00:00,2007-07-22 00:00:00,Original,http://www.ibdb.com/broadway-production/the-light-in-the-piazza-507414#Tours,2006.0,2005.0,2005-04-18,2006-07-02,Original Production,Musical,504.0
8190,the light in the piazza (tour),"Raleigh, NC","Feb 13, 2007 - Feb 18, 2007",Raleigh Memorial Auditorium at Progress Energy Center for the Performing Arts,2007-02-13 00:00:00,2007-02-18 00:00:00,560,US-NC-560,Raleigh-Durham (Fayetteville) NC,2007,the light in the piazza,Musical,2006-08-01 00:00:00,2007-07-22 00:00:00,Original,http://www.ibdb.com/broadway-production/the-light-in-the-piazza-507414#Tours,2006.0,2005.0,2005-04-18,2006-07-02,Original Production,Musical,504.0
8191,the light in the piazza (tour),"Hershey, PA","Feb 27, 2007 - Mar 04, 2007",Hershey Theatre,2007-02-27 00:00:00,2007-03-04 00:00:00,566,US-PA-566,Harrisburg-Lancaster-Lebanon-York PA,2007,the light in the piazza,Musical,2006-08-01 00:00:00,2007-07-22 00:00:00,Original,http://www.ibdb.com/broadway-production/the-light-in-the-piazza-507414#Tours,2006.0,2005.0,2005-04-18,2006-07-02,Original Production,Musical,504.0
8192,doubt (tour),"St. Louis, MO","Feb 20, 2007 - Feb 25, 2007",Fox Theatre - St. Louis,2007-02-20 00:00:00,2007-02-25 00:00:00,609,US-IL-609,St. Louis MO,2009,doubt,Play,2006-09-22 00:00:00,2007-05-20 00:00:00,Original,http://www.ibdb.com/broadway-production/doubt-507516#Tours,2006.0,2005.0,2005-03-31,2006-07-02,Original Production,Play,525.0
8193,doubt (tour),"Providence, RI","Apr 10, 2007 - Apr 15, 2007",Providence Performing Arts Center,2007-04-10 00:00:00,2007-04-15 00:00:00,521,US-MA-521,Providence RI-New Bedford MA,2009,doubt,Play,2006-09-22 00:00:00,2007-05-20 00:00:00,Original,http://www.ibdb.com/broadway-production/doubt-507516#Tours,2006.0,2005.0,2005-03-31,2006-07-02,Original Production,Play,525.0
8194,doubt (tour),"San Francisco, CA","Nov 07, 2006 - Dec 03, 2006",Golden Gate Theatre,2006-11-07 00:00:00,2006-12-03 00:00:00,807,US-CA-807,San Francisco-Oakland-San Jose CA,2018,doubt,Play,2006-09-22 00:00:00,2007-05-20 00:00:00,Original,http://www.ibdb.com/broadway-production/doubt-507516#Tours,2006.0,2005.0,2005-03-31,2006-07-02,Original Production,Play,525.0
8195,doubt (tour),"San Diego, CA","Oct 31, 2006 - Nov 05, 2006",San Diego Civic Theatre,2006-10-31 00:00:00,2006-11-05 00:00:00,825,US-CA-825,San Diego CA,2007,doubt,Play,2006-09-22 00:00:00,2007-05-20 00:00:00,Original,http://www.ibdb.com/broadway-production/doubt-507516#Tours,2006.0,2005.0,2005-03-31,2006-07-02,Original Production,Play,525.0
8196,doubt (tour),"Tampa, FL","Apr 24, 2007 - Apr 29, 2007","David A. Straz, Jr. Center for the Performing Arts",2007-04-24 00:00:00,2007-04-29 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2006,doubt,Play,2006-09-22 00:00:00,2007-05-20 00:00:00,Original,http://www.ibdb.com/broadway-production/doubt-507516#Tours,2006.0,2005.0,2005-03-31,2006-07-02,Original Production,Play,525.0
8197,doubt (tour),"Chicago, IL","Jan 09, 2007 - Jan 28, 2007",CIBC Theatre,2007-01-09 00:00:00,2007-01-28 00:00:00,602,US-IL-602,Chicago IL,2009,doubt,Play,2006-09-22 00:00:00,2007-05-20 00:00:00,Original,http://www.ibdb.com/broadway-production/doubt-507516#Tours,2006.0,2005.0,2005-03-31,2006-07-02,Original Production,Play,525.0
8198,doubt (tour),"Philadelphia, PA","May 15, 2007 - May 20, 2007",Merriam Theater,2007-05-15 00:00:00,2007-05-20 00:00:00,504,US-PA-504,Philadelphia PA,2005,doubt,Play,2006-09-22 00:00:00,2007-05-20 00:00:00,Original,http://www.ibdb.com/broadway-production/doubt-507516#Tours,2006.0,2005.0,2005-03-31,2006-07-02,Original Production,Play,525.0
8199,doubt (tour),"Des Moines, IA","Dec 12, 2006 - Dec 17, 2006",Des Moines Civic Center,2006-12-12 00:00:00,2006-12-17 00:00:00,679,US-IA-679,Des Moines-Ames IA,2013,doubt,Play,2006-09-22 00:00:00,2007-05-20 00:00:00,Original,http://www.ibdb.com/broadway-production/doubt-507516#Tours,2006.0,2005.0,2005-03-31,2006-07-02,Original Production,Play,525.0
8200,doubt (tour),"Boston, MA","Feb 06, 2007 - Feb 18, 2007",Emerson Colonial Theatre,2007-02-06 00:00:00,2007-02-18 00:00:00,506,US-MA-506,Boston MA-Manchester NH,2018,doubt,Play,2006-09-22 00:00:00,2007-05-20 00:00:00,Original,http://www.ibdb.com/broadway-production/doubt-507516#Tours,2006.0,2005.0,2005-03-31,2006-07-02,Original Production,Play,525.0
