,Unnamed: 0,title,tour_descript,show_type,tour_opening,tour_closing,original_or_revival,reference_url,year
194,194,The Exonerated (Tour),Tour,Play,2003-10-07 00:00:00,2004-04-11 00:00:00,Original,http://www.ibdb.com/broadway-production/the-exonerated-509593#Tours,2003
195,195,Mamma Mia! (Tour: First National),Tour: First National,Musical,2000-11-15 00:00:00,2004-08-29 00:00:00,Original,http://www.ibdb.com/broadway-production/mamma-mia-509669#Tours,2000
196,196,How to Succeed in Business Without Really Trying (Tour),Tour,Musical,1996-05-28 00:00:00,1997-06-01 00:00:00,Revival,http://www.ibdb.com/broadway-production/how-to-succeed-in-business-without-really-trying-509701#Tours,1996
197,197,"Bring in 'Da Noise, Bring in 'Da Funk (Tour)",Tour,Musical,1997-09-30 00:00:00,1999-06-20 00:00:00,Original,http://www.ibdb.com/broadway-production/bring-in-da-noise-bring-in-da-funk-509710#Tours,1997
198,198,Peter Pan (Tour),Tour,Musical,1997-11-07 00:00:00,2000-02-20 00:00:00,Revival,http://www.ibdb.com/broadway-production/peter-pan-509713#Tours,1997
199,199,Funny Girl (Tour),Tour,Musical,1996-10-01 00:00:00,1996-11-10 00:00:00,Revival,http://www.ibdb.com/broadway-production/funny-girl-509735#Tours,1996
200,200,Carousel (Tour),Tour,Musical,1996-01-30 00:00:00,1997-05-19 00:00:00,Revival,http://www.ibdb.com/broadway-production/carousel-509736#Tours,1996
201,201,Jekyll &amp; Hyde (Tour),Tour,Musical,1999-04-13 00:00:00,2000-04-30 00:00:00,Revival,http://www.ibdb.com/broadway-production/jekyll-hyde-509743#Tours,1999
202,202,Jekyll &amp; Hyde (Tour),Tour,Musical,1995-08-08 00:00:00,1996-04-07 00:00:00,Original,http://www.ibdb.com/broadway-production/jekyll-hyde-509757#Tours,1995
203,203,Chicago (Tour),Tour,Musical,1997-12-12 00:00:00,2000-10-22 00:00:00,Revival,http://www.ibdb.com/broadway-production/chicago-509807#Tours,1997
204,204,Chicago (Tour),Tour,Musical,1997-03-25 00:00:00,2000-04-30 00:00:00,Revival,http://www.ibdb.com/broadway-production/chicago-509808#Tours,1997
205,205,The Phantom of the Opera (Tour: Music Box),Tour: Music Box,Musical,1992-12-03 00:00:00,2010-10-31 00:00:00,Original,http://www.ibdb.com/broadway-production/the-phantom-of-the-opera-509809#Tours,1992
206,206,The Phantom of the Opera (Tour: Raoul),Tour: Raoul,Musical,1990-05-22 00:00:00,1998-11-15 00:00:00,Original,http://www.ibdb.com/broadway-production/the-phantom-of-the-opera-509811#Tours,1990
207,207,The Phantom of the Opera (Tour: Christine),Tour: Christine,Musical,1989-05-18 00:00:00,1999-01-03 00:00:00,Original,http://www.ibdb.com/broadway-production/the-phantom-of-the-opera-509812#Tours,1989
208,208,Miss Saigon (Tour: First National),Tour: First National,Musical,1992-10-03 00:00:00,1996-07-07 00:00:00,Original,http://www.ibdb.com/broadway-production/miss-saigon-509979#Tours,1992
209,209,Miss Saigon (Tour: Second National),Tour: Second National,Musical,1995-03-16 00:00:00,2000-08-06 00:00:00,Original,http://www.ibdb.com/broadway-production/miss-saigon-509980#Tours,1995
210,210,The King and I (Tour: 1997),Tour: 1997,Musical,1997-04-02 00:00:00,1998-07-05 00:00:00,Revival,http://www.ibdb.com/broadway-production/the-king-and-i-510242#Tours,1997
211,211,Chicago (Tour),Tour,Musical,2003-06-03 00:00:00,2007-09-09 00:00:00,Revival,http://www.ibdb.com/broadway-production/chicago-510585#Tours,2003
212,212,Grease (Tour),Tour,Musical,1994-09-24 00:00:00,1997-07-27 00:00:00,Revival,http://www.ibdb.com/broadway-production/grease-510589#Tours,1994
213,213,Les Misérables (Tour: First National),Tour: First National,Musical,1987-12-05 00:00:00,1991-09-29 00:00:00,Original,http://www.ibdb.com/broadway-production/les-misrables-510668#Tours,1987
214,214,Les Misérables (Tour: Second National),Tour: Second National,Musical,1988-05-21 00:00:00,1991-01-27 00:00:00,Original,http://www.ibdb.com/broadway-production/les-misrables-510669#Tours,1988
215,215,Les Misérables (Tour: Third National),Tour: Third National,Musical,1988-11-28 00:00:00,2006-07-23 00:00:00,Original,http://www.ibdb.com/broadway-production/les-misrables-510670#Tours,1988
216,216,Bye Bye Birdie (Tour),Tour,Musical,1991-05-11 00:00:00,1992-05-31 00:00:00,Revival,http://www.ibdb.com/broadway-production/bye-bye-birdie-510749#Tours,1991
217,217,Irving Berlin's White Christmas (Tour: 2009),Tour: 2009,Musical,2009-11-03 00:00:00,2010-01-10 00:00:00,Revival,http://www.ibdb.com/broadway-production/irving-berlins-white-christmas-510771#Tours,2009
218,218,Irving Berlin's White Christmas (Tour: 2010),Tour: 2010,Musical,2010-10-29 00:00:00,2011-01-02 00:00:00,Revival,http://www.ibdb.com/broadway-production/irving-berlins-white-christmas-510781#Tours,2010
219,219,Irving Berlin's White Christmas (Tour: 2012),Tour: 2012,Musical,2012-11-04 00:00:00,2013-01-06 00:00:00,Revival,http://www.ibdb.com/broadway-production/irving-berlins-white-christmas-510793#Tours,2012
220,220,Irving Berlin's White Christmas (Tour: 2011),Tour: 2011,Musical,2011-11-08 00:00:00,2012-01-01 00:00:00,Revival,http://www.ibdb.com/broadway-production/irving-berlins-white-christmas-510794#Tours,2011
221,221,Ragtime (Tour),Tour,Musical,1998-04-14 00:00:00,1999-03-28 00:00:00,Original,http://www.ibdb.com/broadway-production/ragtime-510893#Tours,1998
222,222,Sunset Boulevard (Tour),Tour,Musical,1996-06-28 00:00:00,1997-06-07 00:00:00,Original,http://www.ibdb.com/broadway-production/sunset-boulevard-510898#Tours,1996
223,223,Beauty and the Beast (Tour),Tour,Musical,1995-11-07 00:00:00,1999-03-07 00:00:00,Original,http://www.ibdb.com/broadway-production/beauty-and-the-beast-511120#Tours,1995
224,224,Beauty and the Beast (Tour),Tour,Musical,1999-09-07 00:00:00,2003-08-03 00:00:00,Original,http://www.ibdb.com/broadway-production/beauty-and-the-beast-511123#Tours,1999
225,225,Falsettos (Tour: First National),Tour: First National,Musical,1992-12-01 00:00:00,1993-01-24 00:00:00,Original,http://www.ibdb.com/broadway-production/falsettos-511133#Tours,1992
226,226,Falsettos (Tour: Second National),Tour: Second National,Musical,1993-03-13 00:00:00,1994-07-03 00:00:00,Original,http://www.ibdb.com/broadway-production/falsettos-511134#Tours,1993
227,227,Damn Yankees (Tour),Tour,Musical,1995-09-22 00:00:00,1997-05-04 00:00:00,Revival,http://www.ibdb.com/broadway-production/damn-yankees-511142#Tours,1995
228,228,Annie (Tour),Tour,Musical,1996-11-29 00:00:00,1999-03-21 00:00:00,Revival,http://www.ibdb.com/broadway-production/annie-511153#Tours,1996
229,229,"Dial ""M"" for Murder (Tour)",Tour,Play,1995-09-26 00:00:00,1996-03-10 00:00:00,Revival,http://www.ibdb.com/broadway-production/dial-m-for-murder-511172#Tours,1995
230,230,Deathtrap (Tour),Tour,Play,1996-01-14 00:00:00,1997-04-13 00:00:00,Revival,http://www.ibdb.com/broadway-production/deathtrap-511215#Tours,1996
231,231,The Gin Game (Tour),Tour,Play,1998-10-27 00:00:00,1999-05-16 00:00:00,Revival,http://www.ibdb.com/broadway-production/the-gin-game-511225#Tours,1998
232,232,Master Class (Tour),Tour,Play,1996-10-29 00:00:00,1997-11-23 00:00:00,Original,http://www.ibdb.com/broadway-production/master-class-511226#Tours,1996
233,233,An Inspector Calls (Tour),Tour,Play,1995-10-17 00:00:00,1996-08-04 00:00:00,Revival,http://www.ibdb.com/broadway-production/an-inspector-calls-511280#Tours,1995
234,234,"Hello, Dolly! (Tour)",Tour,Musical,1994-07-12 00:00:00,1997-02-23 00:00:00,Revival,http://www.ibdb.com/broadway-production/hello-dolly-511292#Tours,1994
235,235,Three Tall Women (Tour),Tour,Play,1995-10-24 00:00:00,1996-05-25 00:00:00,Original,http://www.ibdb.com/broadway-production/three-tall-women-511339#Tours,1995
236,236,Swing! (Tour),Tour,Musical,2000-11-20 00:00:00,2001-06-17 00:00:00,Original,http://www.ibdb.com/broadway-production/swing-511344#Tours,2000
237,237,Annie Get Your Gun (Tour),Tour,Musical,1993-03-09 00:00:00,1994-01-10 00:00:00,Revival,http://www.ibdb.com/broadway-production/annie-get-your-gun-511372#Tours,1993
238,238,My Fair Lady (Tour),Tour,Musical,1993-04-03 00:00:00,1993-11-21 00:00:00,Revival,http://www.ibdb.com/broadway-production/my-fair-lady-511398#Tours,1993
239,239,Cats (Tour: First National),Tour: First National,Musical,1983-12-17 00:00:00,1987-11-07 00:00:00,Original,http://www.ibdb.com/broadway-production/cats-511429#Tours,1983
240,240,Cats (Tour: Second National),Tour: Second National,Musical,1985-01-11 00:00:00,1986-11-30 00:00:00,Original,http://www.ibdb.com/broadway-production/cats-511430#Tours,1985
241,241,Cats (Tour: Third National),Tour: Third National,Musical,1986-09-16 00:00:00,1988-09-04 00:00:00,Original,http://www.ibdb.com/broadway-production/cats-511431#Tours,1986
242,242,Cats (Tour: Fourth National),Tour: Fourth National,Musical,1987-03-31 00:00:00,1999-12-19 00:00:00,Original,http://www.ibdb.com/broadway-production/cats-511433#Tours,1987
243,243,Leader of the Pack (Tour),Tour,Musical,2001-03-13 00:00:00,2001-06-03 00:00:00,Original,http://www.ibdb.com/broadway-production/leader-of-the-pack-511436#Tours,2001
244,244,The Will Rogers Follies (Tour),Tour,Musical,1992-09-01 00:00:00,1994-11-27 00:00:00,Original,http://www.ibdb.com/broadway-production/the-will-rogers-follies-511475#Tours,1992
245,245,Dreamgirls (Tour),Tour,Musical,1997-09-30 00:00:00,1998-05-03 00:00:00,Revival,http://www.ibdb.com/broadway-production/dreamgirls-511509#Tours,1997
246,246,A Chorus Line (Tour),Tour,Musical,1996-09-24 00:00:00,1997-06-22 00:00:00,Revival,http://www.ibdb.com/broadway-production/a-chorus-line-511566#Tours,1996
247,247,Smokey Joe's Cafe (Tour),Tour,Musical,1996-08-16 00:00:00,1998-03-15 00:00:00,Original,http://www.ibdb.com/broadway-production/smokey-joes-cafe-511587#Tours,1996
248,248,Blood Brothers (Tour),Tour,Musical,1994-09-06 00:00:00,1995-05-21 00:00:00,Original,http://www.ibdb.com/broadway-production/blood-brothers-511617#Tours,1994
249,249,Kiss of the Spider Woman (Tour),Tour,Musical,1994-11-01 00:00:00,1996-05-04 00:00:00,Original,http://www.ibdb.com/broadway-production/kiss-of-the-spider-woman-511628#Tours,1994
250,250,Ain't Misbehavin' (Tour),Tour,Musical,1995-09-05 00:00:00,1996-07-21 00:00:00,Revival,http://www.ibdb.com/broadway-production/aint-misbehavin-511630#Tours,1995
251,251,Jelly's Last Jam (Tour),Tour,Musical,1994-10-25 00:00:00,1995-08-06 00:00:00,Original,http://www.ibdb.com/broadway-production/jellys-last-jam-511685#Tours,1994
252,252,Crazy For You (Tour),Tour,Musical,1993-05-11 00:00:00,1995-08-06 00:00:00,Original,http://www.ibdb.com/broadway-production/crazy-for-you-511696#Tours,1993
253,253,The World Goes 'Round (Tour),Tour,Musical,1992-09-27 00:00:00,1993-06-27 00:00:00,Original,http://www.ibdb.com/broadway-production/the-world-goes-round-512054#Tours,1992
254,254,Annie Warbucks (Tour),Tour,Musical,1992-08-11 00:00:00,1992-11-22 00:00:00,Original,http://www.ibdb.com/broadway-production/annie-warbucks-512103#Tours,1992
255,255,Irving Berlin's White Christmas (Tour: 2007),Tour: 2007,Musical,2007-11-03 00:00:00,2008-01-06 00:00:00,Revival,http://www.ibdb.com/broadway-production/irving-berlins-white-christmas-512110#Tours,2007
256,256,Annie (Tour),Tour,Musical,1992-10-23 00:00:00,1993-05-23 00:00:00,Revival,http://www.ibdb.com/broadway-production/annie-512114#Tours,1992
257,257,Annie (Tour),Tour,Musical,2004-01-13 00:00:00,2004-02-22 00:00:00,Revival,http://www.ibdb.com/broadway-production/annie-512127#Tours,2004
258,258,The Sound of Music (Tour),Tour,Musical,1993-11-27 00:00:00,1995-05-21 00:00:00,Revival,http://www.ibdb.com/broadway-production/the-sound-of-music-512324#Tours,1993
259,259,Man of La Mancha (Tour),Tour,Musical,1996-02-11 00:00:00,1997-06-22 00:00:00,Revival,http://www.ibdb.com/broadway-production/man-of-la-mancha-512368#Tours,1996
260,260,Brigadoon (Tour),Tour,Musical,1992-06-09 00:00:00,1992-08-23 00:00:00,Revival,http://www.ibdb.com/broadway-production/brigadoon-512426#Tours,1992
261,261,Stage Door Charley (Tour),Tour,Musical,1995-04-07 00:00:00,1995-10-08 00:00:00,Original,http://www.ibdb.com/broadway-production/stage-door-charley-512596#Tours,1995
262,262,Breaking Legs (Tour),Tour,Play,1992-09-29 00:00:00,1993-10-31 00:00:00,Original,http://www.ibdb.com/broadway-production/breaking-legs-512644#Tours,1992
263,263,Evita (Tour: 1992),Tour: 1992,Musical,1992-08-04 00:00:00,1994-05-08 00:00:00,Revival,http://www.ibdb.com/broadway-production/evita-512646#Tours,1992
264,264,The Boy Friend (Tour),Tour,Musical,2005-09-30 00:00:00,2006-03-05 00:00:00,Revival,http://www.ibdb.com/broadway-production/the-boy-friend-512673#Tours,2005
265,265,Tallulah (Tour),Tour,Play,2000-10-03 00:00:00,2001-03-18 00:00:00,Original,http://www.ibdb.com/broadway-production/tallulah-512766#Tours,2000
266,266,Motown The Musical (Tour),Tour,Musical,2017-01-11 00:00:00,2017-08-27 00:00:00,Original,http://www.ibdb.com/broadway-production/motown-the-musical-512973#Tours,2017
267,267,Camelot (Tour),Tour,Musical,1992-09-08 00:00:00,1994-07-31 00:00:00,Revival,http://www.ibdb.com/broadway-production/camelot-512982#Tours,1992
268,268,City of Angels (Tour),Tour,Musical,1991-06-04 00:00:00,1992-11-29 00:00:00,Original,http://www.ibdb.com/broadway-production/city-of-angels-513016#Tours,1991
269,269,The Secret Garden (Tour),Tour,Musical,1992-04-28 00:00:00,1994-05-22 00:00:00,Original,http://www.ibdb.com/broadway-production/the-secret-garden-513042#Tours,1992
270,270,Joseph and the Amazing Technicolor Dreamcoat (Tour: 1993),Tour: 1993,Musical,1993-02-16 00:00:00,1993-08-29 00:00:00,Revival,http://www.ibdb.com/broadway-production/joseph-and-the-amazing-technicolor-dreamcoat-513151#Tours,1993
271,271,Joseph and the Amazing Technicolor Dreamcoat (Tour: 1995),Tour: 1995,Musical,1995-01-13 00:00:00,1996-12-08 00:00:00,Revival,http://www.ibdb.com/broadway-production/joseph-and-the-amazing-technicolor-dreamcoat-513155#Tours,1995
272,272,The Who's Tommy (Tour),Tour,Musical,1993-10-12 00:00:00,1995-01-29 00:00:00,Original,http://www.ibdb.com/broadway-production/the-whos-tommy-513267#Tours,1993
273,273,West Side Story (Tour),Tour,Musical,1995-09-05 00:00:00,1997-06-15 00:00:00,Revival,http://www.ibdb.com/broadway-production/west-side-story-513302#Tours,1995
274,274,Laughter on the 23rd Floor (Tour),Tour,Play,1995-01-10 00:00:00,1996-01-21 00:00:00,Original,http://www.ibdb.com/broadway-production/laughter-on-the-23rd-floor-513559#Tours,1995
275,275,Guys and Dolls (Tour),Tour,Musical,1992-09-15 00:00:00,1994-07-03 00:00:00,Revival,http://www.ibdb.com/broadway-production/guys-and-dolls-513585#Tours,1992
276,276,Hair (Tour),Tour,Musical,1994-02-22 00:00:00,1994-06-05 00:00:00,Revival,http://www.ibdb.com/broadway-production/hair-513606#Tours,1994
277,277,La Cage aux Folles (Tour),Tour,Musical,1993-12-29 00:00:00,1994-04-03 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-513757#Tours,1993
278,278,Once on This Island (Tour),Tour,Musical,1992-03-31 00:00:00,1993-01-03 00:00:00,Original,http://www.ibdb.com/broadway-production/once-on-this-island-513777#Tours,1992
279,279,Jesus Christ Superstar (Tour),Tour,Musical,1992-12-15 00:00:00,1995-04-02 00:00:00,Revival,http://www.ibdb.com/broadway-production/jesus-christ-superstar-513791#Tours,1992
280,280,Six Degrees of Separation (Tour),Tour,Play,1992-10-15 00:00:00,1993-05-16 00:00:00,Original,http://www.ibdb.com/broadway-production/six-degrees-of-separation-513864#Tours,1992
281,281,On Golden Pond (Tour),Tour,Play,2006-08-22 00:00:00,2007-03-04 00:00:00,Revival,http://www.ibdb.com/broadway-production/on-golden-pond-513894#Tours,2006
282,282,Waitress (Tour),Tour,Musical,2017-10-17 00:00:00,2019-08-18 00:00:00,Original,http://www.ibdb.com/broadway-production/waitress-514071#Tours,2017
283,283,On Your Feet! (Tour),Tour,Musical,2017-09-22 00:00:00,2019-04-14 00:00:00,Original,http://www.ibdb.com/broadway-production/on-your-feet-514072#Tours,2017
284,284,Hamilton (Tour: Philip),Tour: Philip,Musical,2018-02-06 00:00:00,,Original,http://www.ibdb.com/broadway-production/hamilton-514073#Tours,2018
285,285,Aspects of Love (Tour),Tour,Musical,1992-04-21 00:00:00,1993-06-27 00:00:00,Original,http://www.ibdb.com/broadway-production/aspects-of-love-514163#Tours,1992
286,286,The Heidi Chronicles (Tour),Tour,Play,1990-10-10 00:00:00,1991-04-28 00:00:00,Original,http://www.ibdb.com/broadway-production/the-heidi-chronicles-514200#Tours,1990
287,287,Anything Goes (Tour),Tour,Musical,1988-10-18 00:00:00,1989-01-15 00:00:00,Revival,http://www.ibdb.com/broadway-production/anything-goes-514241#Tours,1988
288,288,M. Butterfly (Tour),Tour,Play,1990-09-22 00:00:00,1992-01-05 00:00:00,Original,http://www.ibdb.com/broadway-production/m-butterfly-514246#Tours,1990
289,289,Lettice and Lovage (Tour),Tour,Play,1992-04-09 00:00:00,1993-01-31 00:00:00,Original,http://www.ibdb.com/broadway-production/lettice-and-lovage-514251#Tours,1992
290,290,A Few Good Men (Tour),Tour,Play,1992-01-07 00:00:00,1992-05-10 00:00:00,Original,http://www.ibdb.com/broadway-production/a-few-good-men-514260#Tours,1992
291,291,Lost in Yonkers (Tour),Tour,Play,1991-11-01 00:00:00,1993-05-30 00:00:00,Original,http://www.ibdb.com/broadway-production/lost-in-yonkers-514266#Tours,1991
292,292,Grand Hotel (Tour),Tour,Musical,1990-11-27 00:00:00,1992-05-24 00:00:00,Original,http://www.ibdb.com/broadway-production/grand-hotel-514282#Tours,1990
293,293,State Fair (Tour),Tour,Musical,1995-08-12 00:00:00,1996-02-18 00:00:00,Original,http://www.ibdb.com/broadway-production/state-fair-514286#Tours,1995
294,294,Lend Me a Tenor (Tour),Tour,Play,1990-09-11 00:00:00,1991-05-19 00:00:00,Original,http://www.ibdb.com/broadway-production/lend-me-a-tenor-514287#Tours,1990
295,295,Show Boat (Tour),Tour,Musical,1996-03-14 00:00:00,1998-01-11 00:00:00,Revival,http://www.ibdb.com/broadway-production/show-boat-514296#Tours,1996
296,296,Show Boat (Tour),Tour,Musical,1996-11-12 00:00:00,1998-07-19 00:00:00,Revival,http://www.ibdb.com/broadway-production/show-boat-514297#Tours,1996
297,297,Show Boat (Tour),Tour,Musical,1997-03-11 00:00:00,1998-12-06 00:00:00,Revival,http://www.ibdb.com/broadway-production/show-boat-514298#Tours,1997
298,298,Chess (Tour),Tour,Musical,1990-01-09 00:00:00,1990-05-13 00:00:00,Original,http://www.ibdb.com/broadway-production/chess-514341#Tours,1990
299,299,Me and My Girl (Tour),Tour,Musical,1987-10-03 00:00:00,1989-05-07 00:00:00,Original,http://www.ibdb.com/broadway-production/me-and-my-girl-514352#Tours,1987
300,300,Into the Woods (Tour),Tour,Musical,1988-11-22 00:00:00,1990-05-13 00:00:00,Original,http://www.ibdb.com/broadway-production/into-the-woods-514405#Tours,1988
301,301,The King and I (Tour),Tour,Musical,1989-08-18 00:00:00,1990-03-04 00:00:00,Revival,http://www.ibdb.com/broadway-production/the-king-and-i-514416#Tours,1989
302,302,The Sisters Rosensweig (Tour),Tour,Play,1994-01-07 00:00:00,1995-05-28 00:00:00,Original,http://www.ibdb.com/broadway-production/the-sisters-rosensweig-514443#Tours,1994
303,303,Fiddler on the Roof (Tour),Tour,Musical,1989-06-28 00:00:00,1990-09-23 00:00:00,Revival,http://www.ibdb.com/broadway-production/fiddler-on-the-roof-514483#Tours,1989
304,304,School of Rock – The Musical (Tour),Tour,Musical,2017-09-30 00:00:00,2019-06-09 00:00:00,Original,http://www.ibdb.com/broadway-production/school-of-rock-the-musical-514770#Tours,2017
305,305,Starlight Express (Tour),Tour,Musical,1989-11-07 00:00:00,1991-04-07 00:00:00,Original,http://www.ibdb.com/broadway-production/starlight-express-514783#Tours,1989
306,306,Love Never Dies (Tour),Tour,Musical,2017-09-22 00:00:00,2018-12-02 00:00:00,Original,http://www.ibdb.com/broadway-production/love-never-dies-514806#Tours,2017
307,307,Les Misérables (Tour),Tour,Musical,2017-09-21 00:00:00,2020-03-12 00:00:00,Revival,http://www.ibdb.com/broadway-production/les-misrables-514820#Tours,2017
308,308,Anything Goes (Tour),Tour,Musical,1989-09-08 00:00:00,1990-06-24 00:00:00,Revival,http://www.ibdb.com/broadway-production/anything-goes-514852#Tours,1989
309,309,Angels in America: Millennium Approaches (Tour),Tour,Play,1994-09-06 00:00:00,1996-02-14 00:00:00,Original,http://www.ibdb.com/broadway-production/angels-in-america-millennium-approaches-514872#Tours,1994
310,310,Singin' in the Rain (Tour),Tour,Musical,1986-06-10 00:00:00,1987-06-07 00:00:00,Original,http://www.ibdb.com/broadway-production/singin-in-the-rain-514875#Tours,1986
311,311,Broadway Bound (Tour),Tour,Play,1987-10-20 00:00:00,1988-07-31 00:00:00,Original,http://www.ibdb.com/broadway-production/broadway-bound-514900#Tours,1987
312,312,Biloxi Blues (Tour),Tour,Play,1986-02-11 00:00:00,1987-05-24 00:00:00,Original,http://www.ibdb.com/broadway-production/biloxi-blues-514901#Tours,1986
313,313,Broadway Bound (Tour),Tour,Play,1988-09-06 00:00:00,1988-12-11 00:00:00,Original,http://www.ibdb.com/broadway-production/broadway-bound-514914#Tours,1988
314,314,The Civil War (Tour),Tour,Musical,2000-01-18 00:00:00,2000-06-25 00:00:00,Original,http://www.ibdb.com/broadway-production/the-civil-war-514941#Tours,2000
315,315,Escape to Margaritaville (Tour),Tour,Musical,2017-10-20 00:00:00,2017-12-02 00:00:00,Original,http://www.ibdb.com/broadway-production/escape-to-margaritaville-515056#Tours,2017
316,316,Dame Edna: Back with a Vengeance (Tour),Tour,Special,2005-10-25 00:00:00,2006-04-16 00:00:00,Original,http://www.ibdb.com/broadway-production/dame-edna-back-with-a-vengeance-515336#Tours,2005
317,317,Dame Edna: The Royal Tour (Tour),Tour,Special,2000-10-24 00:00:00,2001-07-29 00:00:00,Original,http://www.ibdb.com/broadway-production/dame-edna-the-royal-tour-515342#Tours,2000
318,318,The Lion King (Tour: Rafiki),Tour: Rafiki,Musical,2017-10-26 00:00:00,,Original,http://www.ibdb.com/broadway-production/the-lion-king-515415#Tours,2017
319,319,Pippin (Tour),Tour,Musical,2006-10-07 00:00:00,2007-01-15 00:00:00,Revival,http://www.ibdb.com/broadway-production/pippin-515501#Tours,2006
320,320,Fiddler on the Roof (Tour),Tour,Musical,1994-09-07 00:00:00,1996-06-23 00:00:00,Revival,http://www.ibdb.com/broadway-production/fiddler-on-the-roof-515585#Tours,1994
321,321,The Color Purple (Tour),Tour,Musical,2017-10-07 00:00:00,2018-08-26 00:00:00,Revival,http://www.ibdb.com/broadway-production/the-color-purple-515750#Tours,2017
322,322,Gypsy (Tour),Tour,Musical,1989-05-09 00:00:00,1989-10-22 00:00:00,Revival,http://www.ibdb.com/broadway-production/gypsy-515751#Tours,1989
323,323,Irving Berlin's White Christmas (Tour),Tour,Musical,2017-11-07 00:00:00,2017-12-24 00:00:00,Revival,http://www.ibdb.com/broadway-production/irving-berlins-white-christmas-515776#Tours,2017
324,324,Elf (Tour),Tour,Musical,2017-11-06 00:00:00,2017-12-29 00:00:00,Revival,http://www.ibdb.com/broadway-production/elf-515790#Tours,2017
325,325,Fame (Tour),Tour,Musical,1998-11-09 00:00:00,2001-04-29 00:00:00,Original,http://www.ibdb.com/broadway-production/fame-515923#Tours,1998
326,326,Cabaret (Tour),Tour,Musical,1987-02-26 00:00:00,1989-06-04 00:00:00,Revival,http://www.ibdb.com/broadway-production/cabaret-516013#Tours,1987
327,327,Peter Pan (Tour),Tour,Musical,1989-12-15 00:00:00,1991-11-24 00:00:00,Revival,http://www.ibdb.com/broadway-production/peter-pan-516221#Tours,1989
328,328,Can-Can (Tour),Tour,Musical,1988-02-02 00:00:00,1989-02-26 00:00:00,Revival,http://www.ibdb.com/broadway-production/can-can-516245#Tours,1988
329,329,West Side Story (Tour),Tour,Musical,1985-08-31 00:00:00,1985-09-21 00:00:00,Revival,http://www.ibdb.com/broadway-production/west-side-story-516289#Tours,1985
330,330,Bright Star (Tour),Tour,Musical,2017-10-11 00:00:00,2018-07-01 00:00:00,Original,http://www.ibdb.com/broadway-production/bright-star-516406#Tours,2017
331,331,Jerome Robbins' Broadway (Tour),Tour,Musical,1990-10-02 00:00:00,1991-09-08 00:00:00,Original,http://www.ibdb.com/broadway-production/jerome-robbins-broadway-516477#Tours,1990
332,332,Sugar Babies (Tour),Tour,Musical,1982-11-08 00:00:00,1986-04-20 00:00:00,Original,http://www.ibdb.com/broadway-production/sugar-babies-516486#Tours,1982
333,333,Sugar Babies (Tour),Tour,Musical,1981-09-15 00:00:00,1982-07-03 00:00:00,Original,http://www.ibdb.com/broadway-production/sugar-babies-516492#Tours,1981
334,334,Sugar Babies (Tour),Tour,Musical,1980-08-12 00:00:00,1980-11-01 00:00:00,Original,http://www.ibdb.com/broadway-production/sugar-babies-516495#Tours,1980
335,335,Legends! (Tour),Tour,Play,1986-01-07 00:00:00,1987-01-18 00:00:00,Original,http://www.ibdb.com/broadway-production/legends-516499#Tours,1986
336,336,Song and Dance (Tour),Tour,Musical,1987-06-23 00:00:00,1987-12-13 00:00:00,Original,http://www.ibdb.com/broadway-production/song-and-dance-516547#Tours,1987
337,337,Dreamgirls (Tour),Tour,Musical,1983-03-17 00:00:00,1984-07-15 00:00:00,Original,http://www.ibdb.com/broadway-production/dreamgirls-516612#Tours,1983
338,338,The Humans (Tour),Tour,Play,2018-01-09 00:00:00,2018-07-29 00:00:00,Original,http://www.ibdb.com/broadway-production/the-humans-516619#Tours,2018
339,339,Dreamgirls (Tour),Tour,Musical,1985-10-08 00:00:00,1987-06-14 00:00:00,Revival,http://www.ibdb.com/broadway-production/dreamgirls-516636#Tours,1985
340,340,South Pacific (Tour),Tour,Musical,1987-09-01 00:00:00,1989-03-19 00:00:00,Revival,http://www.ibdb.com/broadway-production/south-pacific-516659#Tours,1987
341,341,A Night with Janis Joplin (Tour),Tour,Musical,2017-11-03 00:00:00,2018-10-28 00:00:00,Original,http://www.ibdb.com/broadway-production/a-night-with-janis-joplin-516917#Tours,2017
342,342,Seven Brides for Seven Brothers (Tour),Tour,Musical,1981-12-21 00:00:00,1982-06-19 00:00:00,Original,http://www.ibdb.com/broadway-production/seven-brides-for-seven-brothers-516942#Tours,1981
343,343,Big River (Tour),Tour,Musical,1987-07-11 00:00:00,1988-06-05 00:00:00,Original,http://www.ibdb.com/broadway-production/big-river-516969#Tours,1987
344,344,Woman of the Year (Tour),Tour,Musical,1983-06-09 00:00:00,1984-03-04 00:00:00,Original,http://www.ibdb.com/broadway-production/woman-of-the-year-517218#Tours,1983
345,345,Sweet Charity (Tour),Tour,Musical,1987-07-08 00:00:00,1987-11-08 00:00:00,Revival,http://www.ibdb.com/broadway-production/sweet-charity-517272#Tours,1987
346,346,The Mystery of Edwin Drood (Tour),Tour,Musical,1988-04-05 00:00:00,1988-09-25 00:00:00,Original,http://www.ibdb.com/broadway-production/the-mystery-of-edwin-drood-517317#Tours,1988
347,347,Buddy (Tour),Tour,Musical,1991-09-10 00:00:00,1992-09-12 00:00:00,Original,http://www.ibdb.com/broadway-production/buddy-517390#Tours,1991
