,Unnamed: 0,title,tour_descript,show_type,tour_opening,tour_closing,original_or_revival,reference_url,year
591,591,Come Blow Your Horn (Tour),Tour,Play,1968-12-26 00:00:00,1969-10-11 00:00:00,Original,http://www.ibdb.com/broadway-production/come-blow-your-horn-526667#Tours,1968
592,592,Come Blow Your Horn (Tour),Tour,Play,1962-06-04 00:00:00,1962-09-08 00:00:00,Original,http://www.ibdb.com/broadway-production/come-blow-your-horn-526688#Tours,1962
593,593,Come Blow Your Horn (Tour),Tour,Play,1962-10-08 00:00:00,1963-02-02 00:00:00,Original,http://www.ibdb.com/broadway-production/come-blow-your-horn-526689#Tours,1962
594,594,California Suite (Tour),Tour,Play,1977-10-01 00:00:00,1978-06-03 00:00:00,Original,http://www.ibdb.com/broadway-production/california-suite-526695#Tours,1977
595,595,California Suite (Tour),Tour,Play,1978-08-31 00:00:00,1978-12-02 00:00:00,Original,http://www.ibdb.com/broadway-production/california-suite-526696#Tours,1978
596,596,Cactus Flower (Tour),Tour,Play,1967-08-01 00:00:00,1969-03-01 00:00:00,Original,http://www.ibdb.com/broadway-production/cactus-flower-526702#Tours,1967
597,597,On a Clear Day You Can See Forever (Tour),Tour,Musical,1966-09-12 00:00:00,1966-10-29 00:00:00,Original,http://www.ibdb.com/broadway-production/on-a-clear-day-you-can-see-forever-526749#Tours,1966
598,598,On a Clear Day You Can See Forever (Tour),Tour,Musical,1967-05-22 00:00:00,1967-10-07 00:00:00,Original,http://www.ibdb.com/broadway-production/on-a-clear-day-you-can-see-forever-526772#Tours,1967
599,599,Funny Girl (Tour),Tour,Musical,1965-10-08 00:00:00,1966-10-29 00:00:00,Original,http://www.ibdb.com/broadway-production/funny-girl-526776#Tours,1965
600,600,The Prom (Tour),Tour,Musical,2021-01-23 00:00:00,,Original,http://www.ibdb.com/broadway-production/the-prom-526788#Tours,2021
601,601,Oklahoma! (Tour),Tour,Musical,2021-01-05 00:00:00,,Original,http://www.ibdb.com/broadway-production/oklahoma-526789#Tours,2021
602,602,Ain't Too Proud (Tour),Tour,Musical,2021-01-27 00:00:00,,Original,http://www.ibdb.com/broadway-production/aint-too-proud-526790#Tours,2021
603,603,Funny Girl (Tour),Tour,Musical,1967-06-26 00:00:00,1967-09-16 00:00:00,Original,http://www.ibdb.com/broadway-production/funny-girl-526791#Tours,1967
604,604,The Impossible Years (Tour),Tour,Play,1967-10-23 00:00:00,1968-02-17 00:00:00,Original,http://www.ibdb.com/broadway-production/the-impossible-years-526863#Tours,1967
605,605,Funny Girl (Tour),Tour,Musical,1968-10-20 00:00:00,1969-03-22 00:00:00,Original,http://www.ibdb.com/broadway-production/funny-girl-526877#Tours,1968
606,606,Zorba (Tour),Tour,Musical,1969-12-26 00:00:00,1970-08-30 00:00:00,Original,http://www.ibdb.com/broadway-production/zorba-526896#Tours,1969
607,607,Zorba (Tour),Tour,Musical,1970-09-11 00:00:00,1971-05-18 00:00:00,Original,http://www.ibdb.com/broadway-production/zorba-526909#Tours,1970
608,608,Sweet Charity (Tour),Tour,Musical,1967-09-11 00:00:00,1968-01-14 00:00:00,Original,http://www.ibdb.com/broadway-production/sweet-charity-526933#Tours,1967
609,609,Sleuth (Tour),Tour,Play,1971-10-06 00:00:00,1973-01-13 00:00:00,Original,http://www.ibdb.com/broadway-production/sleuth-526949#Tours,1971
610,610,Durante (Tour),Tour,Musical,1989-08-12 00:00:00,1989-11-19 00:00:00,Original,http://www.ibdb.com/broadway-production/durante-526969#Tours,1989
611,611,Pretty Woman: The Musical (Tour),Tour,Musical,2021-01-05 00:00:00,,Original,http://www.ibdb.com/broadway-production/pretty-woman-the-musical-527012#Tours,2021
612,612,Romantic Comedy (Tour),Tour,Play,1980-10-20 00:00:00,1980-11-30 00:00:00,Original,http://www.ibdb.com/broadway-production/romantic-comedy-527021#Tours,1980
613,613,Cabaret (Tour),Tour,Musical,1967-12-23 00:00:00,1969-07-27 00:00:00,Original,http://www.ibdb.com/broadway-production/cabaret-527022#Tours,1967
614,614,Cabaret (Tour),Tour,Musical,1969-08-19 00:00:00,1970-05-02 00:00:00,Original,http://www.ibdb.com/broadway-production/cabaret-527023#Tours,1969
615,615,Blues in the Night (Tour),Tour,Musical,1983-09-09 00:00:00,1984-03-30 00:00:00,Original,http://www.ibdb.com/broadway-production/blues-in-the-night-527085#Tours,1983
616,616,Blues in the Night (Tour),Tour,Musical,1985-03-09 00:00:00,1985-03-23 00:00:00,Original,http://www.ibdb.com/broadway-production/blues-in-the-night-527089#Tours,1985
617,617,Moulin Rouge! (Tour),Tour,Musical,2021-05-05 00:00:00,,Original,http://www.ibdb.com/broadway-production/moulin-rouge-527336#Tours,2021
618,618,Mame (Tour),Tour,Musical,1968-04-30 00:00:00,1968-08-31 00:00:00,Original,http://www.ibdb.com/broadway-production/mame-527337#Tours,1968
619,619,Mame (Tour),Tour,Musical,1969-09-25 00:00:00,1970-06-13 00:00:00,Original,http://www.ibdb.com/broadway-production/mame-527344#Tours,1969
620,620,Hadestown (Tour),Tour,Musical,2021-04-06 00:00:00,,Original,http://www.ibdb.com/broadway-production/hadestown-527356#Tours,2021
621,621,Mame (Tour),Tour,Musical,1969-01-24 00:00:00,1969-05-17 00:00:00,Original,http://www.ibdb.com/broadway-production/mame-527387#Tours,1969
622,622,"Hello, Dolly! (Tour)",Tour,Musical,1970-01-12 00:00:00,1970-05-17 00:00:00,Original,http://www.ibdb.com/broadway-production/hello-dolly-527403#Tours,1970
623,623,"Hello, Dolly! (Tour)",Tour,Musical,1971-05-25 00:00:00,1971-07-24 00:00:00,Original,http://www.ibdb.com/broadway-production/hello-dolly-527406#Tours,1971
624,624,The Sound of Music (Tour),Tour,Musical,1961-02-27 00:00:00,1963-11-23 00:00:00,Original,http://www.ibdb.com/broadway-production/the-sound-of-music-527407#Tours,1961
625,625,The Sound of Music (Tour),Tour,Musical,1962-09-17 00:00:00,1963-05-25 00:00:00,Original,http://www.ibdb.com/broadway-production/the-sound-of-music-527469#Tours,1962
626,626,Forty Carats (Tour),Tour,Play,1969-09-29 00:00:00,1971-03-13 00:00:00,Original,http://www.ibdb.com/broadway-production/forty-carats-527499#Tours,1969
627,627,"Hello, Dolly! (Tour)",Tour,Musical,1965-04-17 00:00:00,1965-09-05 00:00:00,Original,http://www.ibdb.com/broadway-production/hello-dolly-527500#Tours,1965
628,628,The Great White Hope (Tour),Tour,Play,1969-09-15 00:00:00,1970-01-10 00:00:00,Original,http://www.ibdb.com/broadway-production/the-great-white-hope-527505#Tours,1969
629,629,The Sound of Music (Tour),Tour,Musical,1963-12-30 00:00:00,1964-03-22 00:00:00,Original,http://www.ibdb.com/broadway-production/the-sound-of-music-527517#Tours,1963
630,630,"Hello, Dolly! (Tour)",Tour,Musical,1965-09-07 00:00:00,1967-06-11 00:00:00,Original,http://www.ibdb.com/broadway-production/hello-dolly-527550#Tours,1965
631,631,"Hello, Dolly! (Tour)",Tour,Musical,1965-11-03 00:00:00,1968-03-24 00:00:00,Original,http://www.ibdb.com/broadway-production/hello-dolly-527551#Tours,1965
632,632,Gypsy (Tour),Tour,Musical,1961-03-29 00:00:00,1961-12-09 00:00:00,Original,http://www.ibdb.com/broadway-production/gypsy-527552#Tours,1961
633,633,Gypsy (Tour),Tour,Musical,1961-09-14 00:00:00,1961-12-27 00:00:00,Original,http://www.ibdb.com/broadway-production/gypsy-527553#Tours,1961
634,634,"Hello, Dolly! (Tour)",Tour,Musical,1967-11-14 00:00:00,1968-07-14 00:00:00,Original,http://www.ibdb.com/broadway-production/hello-dolly-527588#Tours,1967
635,635,"Hello, Dolly! (Tour)",Tour,Musical,1968-12-28 00:00:00,1969-04-20 00:00:00,Original,http://www.ibdb.com/broadway-production/hello-dolly-527589#Tours,1968
636,636,Dream Girl (Tour),Tour,Play,1946-08-20 00:00:00,1947-01-18 00:00:00,Original,http://www.ibdb.com/broadway-production/dream-girl-527648#Tours,1946
637,637,Call Me Madam (Tour),Tour,Musical,1952-05-05 00:00:00,1953-04-18 00:00:00,Original,http://www.ibdb.com/broadway-production/call-me-madam-527706#Tours,1952
638,638,West Side Story (Tour),Tour,Musical,1959-07-01 00:00:00,1960-04-23 00:00:00,Original,http://www.ibdb.com/broadway-production/west-side-story-527721#Tours,1959
639,639,Knickerbocker Holiday (Tour),Tour,Musical,1971-05-11 00:00:00,1971-08-21 00:00:00,Revival,http://www.ibdb.com/broadway-production/knickerbocker-holiday-527760#Tours,1971
640,640,All Over Town (Tour),Tour,Play,1975-08-15 00:00:00,1975-09-28 00:00:00,Original,http://www.ibdb.com/broadway-production/all-over-town-527787#Tours,1975
641,641,Tintypes (Tour),Tour,Musical,1982-09-29 00:00:00,1983-03-06 00:00:00,Original,http://www.ibdb.com/broadway-production/tintypes-527793#Tours,1982
642,642,"You're a Good Man, Charlie Brown (Tour)",Tour,Musical,1969-08-20 00:00:00,1970-03-22 00:00:00,Original,http://www.ibdb.com/broadway-production/youre-a-good-man-charlie-brown-527809#Tours,1969
643,643,Cactus Flower (Tour),Tour,Play,1968-09-23 00:00:00,1969-03-01 00:00:00,Original,http://www.ibdb.com/broadway-production/cactus-flower-527817#Tours,1968
644,644,Candide (Tour),Tour,Musical,1971-07-06 00:00:00,1971-11-13 00:00:00,Revival,http://www.ibdb.com/broadway-production/candide-527821#Tours,1971
645,645,Bye Bye Birdie (Tour),Tour,Musical,1961-04-24 00:00:00,1962-03-17 00:00:00,Original,http://www.ibdb.com/broadway-production/bye-bye-birdie-527838#Tours,1961
646,646,"Kiss Me, Kate (Tour)",Tour,Musical,1949-07-11 00:00:00,1951-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/kiss-me-kate-527883#Tours,1949
647,647,Sleuth (Tour),Tour,Play,1972-09-22 00:00:00,1973-03-24 00:00:00,Original,http://www.ibdb.com/broadway-production/sleuth-527979#Tours,1972
648,648,Two By Two (Tour),Tour,Musical,1972-09-15 00:00:00,1973-03-11 00:00:00,Original,http://www.ibdb.com/broadway-production/two-by-two-527994#Tours,1972
649,649,"Kiss Me, Kate (Tour)",Tour,Musical,1951-09-17 00:00:00,1952-01-05 00:00:00,Original,http://www.ibdb.com/broadway-production/kiss-me-kate-528008#Tours,1951
650,650,Annie Get Your Gun (Tour),Tour,Musical,1966-07-12 00:00:00,1966-09-17 00:00:00,Revival,http://www.ibdb.com/broadway-production/annie-get-your-gun-528012#Tours,1966
651,651,The Music Man (Tour),Tour,Musical,1958-08-18 00:00:00,1962-03-17 00:00:00,Original,http://www.ibdb.com/broadway-production/the-music-man-528013#Tours,1958
652,652,Annie Get Your Gun (Tour),Tour,Musical,1947-10-03 00:00:00,1949-05-28 00:00:00,Original,http://www.ibdb.com/broadway-production/annie-get-your-gun-528023#Tours,1947
653,653,Bye Bye Birdie (Tour),Tour,Musical,1961-10-09 00:00:00,1962-03-31 00:00:00,Original,http://www.ibdb.com/broadway-production/bye-bye-birdie-528072#Tours,1961
654,654,Plain and Fancy (Tour),Tour,Musical,1955-08-29 00:00:00,1956-02-11 00:00:00,Original,http://www.ibdb.com/broadway-production/plain-and-fancy-528136#Tours,1955
655,655,Canterbury Tales (Tour),Tour,Musical,1969-12-29 00:00:00,1970-04-11 00:00:00,Original,http://www.ibdb.com/broadway-production/canterbury-tales-528186#Tours,1969
656,656,The King and I (Tour),Tour,Musical,1954-03-23 00:00:00,1955-12-17 00:00:00,Original,http://www.ibdb.com/broadway-production/the-king-and-i-528190#Tours,1954
657,657,Twigs (Tour),Tour,Play,1972-09-06 00:00:00,1973-03-18 00:00:00,Original,http://www.ibdb.com/broadway-production/twigs-528196#Tours,1972
658,658,Flower Drum Song (Tour),Tour,Musical,1960-05-10 00:00:00,1961-10-14 00:00:00,Original,http://www.ibdb.com/broadway-production/flower-drum-song-528256#Tours,1960
659,659,Redhead (Tour),Tour,Musical,1960-03-23 00:00:00,1960-07-16 00:00:00,Original,http://www.ibdb.com/broadway-production/redhead-528286#Tours,1960
660,660,Wicked (Tour: Chicago),Tour: Chicago,Musical,2005-06-24 00:00:00,2009-01-25 00:00:00,Original,http://www.ibdb.com/broadway-production/wicked-528450#Tours,2005
661,661,Wicked (Tour: Los Angeles),Tour: Los Angeles,Musical,2007-02-10 00:00:00,2009-01-11 00:00:00,Original,http://www.ibdb.com/broadway-production/wicked-528455#Tours,2007
662,662,Wicked (Tour: San Francisco),Tour: San Francisco,Musical,2009-01-27 00:00:00,2010-09-05 00:00:00,Original,http://www.ibdb.com/broadway-production/wicked-528456#Tours,2009
663,663,"Take Her, She's Mine (Tour)",Tour,Play,1962-12-10 00:00:00,1963-07-13 00:00:00,Original,http://www.ibdb.com/broadway-production/take-her-shes-mine-528529#Tours,1962
664,664,South Pacific (Tour),Tour,Musical,1950-04-24 00:00:00,1955-03-19 00:00:00,Original,http://www.ibdb.com/broadway-production/south-pacific-528607#Tours,1950
665,665,Man of La Mancha (Tour),Tour,Musical,1991-11-07 00:00:00,1992-03-29 00:00:00,Revival,http://www.ibdb.com/broadway-production/man-of-la-mancha-528659#Tours,1991
666,666,Black Comedy / White Lies (Tour),Tour,Play,1967-12-04 00:00:00,1968-05-25 00:00:00,Original,http://www.ibdb.com/broadway-production/black-comedy--white-lies-528772#Tours,1967
667,667,Dream Girl (Tour),Tour,Play,1947-06-23 00:00:00,1948-01-24 00:00:00,Original,http://www.ibdb.com/broadway-production/dream-girl-528815#Tours,1947
668,668,A Hatful of Rain (Tour),Tour,Play,1956-10-15 00:00:00,1957-04-27 00:00:00,Original,http://www.ibdb.com/broadway-production/a-hatful-of-rain-528829#Tours,1956
669,669,42nd Street (Tour),Tour,Musical,1993-09-28 00:00:00,1993-10-31 00:00:00,Revival,http://www.ibdb.com/broadway-production/42nd-street-528930#Tours,1993
670,670,Fiddler on the Roof (Tour),Tour,Musical,1981-08-25 00:00:00,1982-05-30 00:00:00,Revival,http://www.ibdb.com/broadway-production/fiddler-on-the-roof-528936#Tours,1981
671,671,Five Guys Named Moe (Tour),Tour,Musical,1993-07-06 00:00:00,1994-06-19 00:00:00,Original,http://www.ibdb.com/broadway-production/five-guys-named-moe-528969#Tours,1993
672,672,Ragtime (Tour: Los Angeles),Tour: Los Angeles,Musical,1997-05-29 00:00:00,1998-04-12 00:00:00,Original,http://www.ibdb.com/broadway-production/ragtime-528976#Tours,1997
673,673,Ragtime (Tour: Chicago),Tour: Chicago,Musical,1998-10-27 00:00:00,1999-06-27 00:00:00,Original,http://www.ibdb.com/broadway-production/ragtime-529014#Tours,1998
674,674,Beauty and the Beast (Tour: Los Angeles),Tour: Los Angeles,Musical,1995-03-21 00:00:00,1996-09-29 00:00:00,Original,http://www.ibdb.com/broadway-production/beauty-and-the-beast-529022#Tours,1995
675,675,The Impossible Years (Tour),Tour,Play,1967-10-02 00:00:00,1968-03-28 00:00:00,Original,http://www.ibdb.com/broadway-production/the-impossible-years-529184#Tours,1967
676,676,Man of La Mancha (Tour),Tour,Musical,1966-09-24 00:00:00,1970-03-28 00:00:00,Original,http://www.ibdb.com/broadway-production/man-of-la-mancha-529197#Tours,1966
677,677,Man of La Mancha (Tour),Tour,Musical,1995-05-23 00:00:00,1995-11-12 00:00:00,Revival,http://www.ibdb.com/broadway-production/man-of-la-mancha-529219#Tours,1995
678,678,Man of La Mancha (Tour),Tour,Musical,1968-09-27 00:00:00,1969-04-26 00:00:00,Original,http://www.ibdb.com/broadway-production/man-of-la-mancha-529225#Tours,1968
679,679,Oliver! (Tour),Tour,Musical,1964-11-16 00:00:00,1965-07-31 00:00:00,Original,http://www.ibdb.com/broadway-production/oliver-529235#Tours,1964
680,680,Camelot (Tour),Tour,Musical,1963-01-08 00:00:00,1964-08-01 00:00:00,Original,http://www.ibdb.com/broadway-production/camelot-529258#Tours,1963
681,681,Camelot (Tour),Tour,Musical,1963-10-03 00:00:00,1964-12-19 00:00:00,Original,http://www.ibdb.com/broadway-production/camelot-529296#Tours,1963
682,682,Milk and Honey (Tour),Tour,Musical,1963-01-29 00:00:00,1963-09-14 00:00:00,Original,http://www.ibdb.com/broadway-production/milk-and-honey-529314#Tours,1963
683,683,Man of La Mancha (Tour),Tour,Musical,1976-01-15 00:00:00,1976-04-04 00:00:00,Revival,http://www.ibdb.com/broadway-production/man-of-la-mancha-529325#Tours,1976
684,684,A Funny Thing Happened on the Way to the Forum (Tour),Tour,Musical,1963-12-25 00:00:00,1964-11-14 00:00:00,Original,http://www.ibdb.com/broadway-production/a-funny-thing-happened-on-the-way-to-the-forum-529329#Tours,1963
685,685,The Boys from Syracuse (Tour),Tour,Musical,1964-01-08 00:00:00,1964-05-16 00:00:00,Revival,http://www.ibdb.com/broadway-production/the-boys-from-syracuse-529337#Tours,1964
686,686,Kismet (Tour),Tour,Musical,1955-04-25 00:00:00,1955-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/kismet-529362#Tours,1955
687,687,Kismet (Tour),Tour,Musical,1955-09-19 00:00:00,1956-02-04 00:00:00,Original,http://www.ibdb.com/broadway-production/kismet-529363#Tours,1955
688,688,Kismet (Tour),Tour,Musical,1962-08-06 00:00:00,1962-11-10 00:00:00,Revival,http://www.ibdb.com/broadway-production/kismet-529393#Tours,1962
689,689,Kismet (Tour),Tour,Musical,1965-08-02 00:00:00,1965-12-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/kismet-529398#Tours,1965
690,690,How to Succeed in Business Without Really Trying (Tour),Tour,Musical,1963-02-04 00:00:00,1964-08-01 00:00:00,Original,http://www.ibdb.com/broadway-production/how-to-succeed-in-business-without-really-trying-529441#Tours,1963
691,691,How to Succeed in Business Without Really Trying (Tour),Tour,Musical,1963-10-14 00:00:00,1964-06-27 00:00:00,Original,http://www.ibdb.com/broadway-production/how-to-succeed-in-business-without-really-trying-529444#Tours,1963
692,692,How to Succeed in Business Without Really Trying (Tour),Tour,Musical,1965-03-29 00:00:00,1965-08-21 00:00:00,Original,http://www.ibdb.com/broadway-production/how-to-succeed-in-business-without-really-trying-529445#Tours,1965
693,693,No Strings (Tour),Tour,Musical,1963-08-05 00:00:00,1964-01-04 00:00:00,Original,http://www.ibdb.com/broadway-production/no-strings-529467#Tours,1963
694,694,Oliver! (Tour),Tour,Musical,1964-09-30 00:00:00,1965-07-03 00:00:00,Original,http://www.ibdb.com/broadway-production/oliver-529492#Tours,1964
695,695,Seesaw (Tour),Tour,Musical,1974-04-11 00:00:00,1974-09-15 00:00:00,Original,http://www.ibdb.com/broadway-production/seesaw-529541#Tours,1974
696,696,The Lion King (Tour: Los Angeles),Tour: Los Angeles,Musical,2000-09-29 00:00:00,2003-01-12 00:00:00,Original,http://www.ibdb.com/broadway-production/the-lion-king-529661#Tours,2000
697,697,Meet Me in St. Louis (Tour),Tour,Musical,1991-04-30 00:00:00,1992-06-21 00:00:00,Original,http://www.ibdb.com/broadway-production/meet-me-in-st-louis-529720#Tours,1991
698,698,Butley (Tour),Tour,Play,1973-09-10 00:00:00,1973-12-15 00:00:00,Original,http://www.ibdb.com/broadway-production/butley-529740#Tours,1973
699,699,Doubles (Tour),Tour,Play,1986-10-06 00:00:00,1987-02-22 00:00:00,Original,http://www.ibdb.com/broadway-production/doubles-529743#Tours,1986
700,700,Aren't We All? (Tour),Tour,Play,1985-09-24 00:00:00,1986-01-05 00:00:00,Revival,http://www.ibdb.com/broadway-production/arent-we-all-529749#Tours,1985
701,701,1776 (Tour),Tour,Musical,1970-04-23 00:00:00,1972-07-15 00:00:00,Original,http://www.ibdb.com/broadway-production/1776-529765#Tours,1970
702,702,1776 (Tour),Tour,Musical,1970-09-18 00:00:00,1971-05-14 00:00:00,Original,http://www.ibdb.com/broadway-production/1776-529766#Tours,1970
703,703,1776 (Tour),Tour,Musical,1975-09-17 00:00:00,1976-06-13 00:00:00,Original,http://www.ibdb.com/broadway-production/1776-529769#Tours,1975
704,704,A Community of Two (Tour),Tour,Play,1973-12-28 00:00:00,1974-05-25 00:00:00,Original,http://www.ibdb.com/broadway-production/a-community-of-two-529821#Tours,1973
705,705,The Belle of Amherst (Tour),Tour,Play,1976-09-13 00:00:00,1977-05-27 00:00:00,Original,http://www.ibdb.com/broadway-production/the-belle-of-amherst-529826#Tours,1976
706,706,"Don't Bother Me, I Can't Cope (Tour)",Tour,Musical,1975-09-17 00:00:00,1976-02-01 00:00:00,Original,http://www.ibdb.com/broadway-production/dont-bother-me-i-cant-cope-529827#Tours,1975
707,707,Finishing Touches (Tour),Tour,Play,1973-11-29 00:00:00,1974-06-01 00:00:00,Original,http://www.ibdb.com/broadway-production/finishing-touches-529831#Tours,1973
708,708,The Effect of Gamma Rays on Man-in-the-Moon Marigolds (Tour),Tour,Play,1972-10-13 00:00:00,1973-02-08 00:00:00,Original,http://www.ibdb.com/broadway-production/the-effect-of-gamma-rays-on-man-in-the-moon-marigolds-529836#Tours,1972
709,709,"Promises, Promises (Tour)",Tour,Musical,1970-05-11 00:00:00,1971-07-03 00:00:00,Original,http://www.ibdb.com/broadway-production/promises-promises-529841#Tours,1970
710,710,"Promises, Promises (Tour)",Tour,Musical,1971-09-16 00:00:00,1972-05-14 00:00:00,Original,http://www.ibdb.com/broadway-production/promises-promises-529854#Tours,1971
711,711,"Promises, Promises (Tour)",Tour,Musical,1971-09-30 00:00:00,1972-04-15 00:00:00,Original,http://www.ibdb.com/broadway-production/promises-promises-529865#Tours,1971
712,712,George M! (Tour),Tour,Musical,1969-05-08 00:00:00,1970-02-07 00:00:00,Original,http://www.ibdb.com/broadway-production/george-m-529880#Tours,1969
713,713,George M! (Tour),Tour,Musical,1970-09-25 00:00:00,1971-04-04 00:00:00,Original,http://www.ibdb.com/broadway-production/george-m-529899#Tours,1970
714,714,Rosencrantz and Guildenstern Are Dead (Tour),Tour,Play,1969-01-06 00:00:00,1969-06-07 00:00:00,Original,http://www.ibdb.com/broadway-production/rosencrantz-and-guildenstern-are-dead-529918#Tours,1969
715,715,Hadrian VII (Tour),Tour,Play,1969-09-04 00:00:00,1970-05-30 00:00:00,Original,http://www.ibdb.com/broadway-production/hadrian-vii-529929#Tours,1969
716,716,Dylan (Tour),Tour,Play,1970-01-14 00:00:00,1970-05-30 00:00:00,Original,http://www.ibdb.com/broadway-production/dylan-529953#Tours,1970
717,717,Sarafina! (Tour),Tour,Musical,1990-03-19 00:00:00,1991-09-29 00:00:00,Original,http://www.ibdb.com/broadway-production/sarafina-529968#Tours,1990
718,718,Sophisticated Ladies (Tour),Tour,Musical,1983-05-24 00:00:00,1983-10-09 00:00:00,Original,http://www.ibdb.com/broadway-production/sophisticated-ladies-529978#Tours,1983
719,719,Sophisticated Ladies (Tour),Tour,Musical,1984-10-01 00:00:00,1985-05-12 00:00:00,Original,http://www.ibdb.com/broadway-production/sophisticated-ladies-530003#Tours,1984
