,Unnamed: 0,Unnamed: 0.1,tour_descript,city,dates,theatre,city_opening_date,city_closing_date,geo_code,full_code,metro_area_name,year
11583,11583,11583,motown the musical (tour),"Cleveland, OH","Aug 15, 2017 - Aug 20, 2017",KeyBank State Theatre,2017-08-15 00:00:00,2017-08-20 00:00:00,510,US-OH-510,Cleveland-Akron (Canton) OH,2017
11598,11598,11598,waitress (tour),"Cleveland, OH","Oct 17, 2017 - Nov 05, 2017",Connor Palace,2017-10-17 00:00:00,2017-11-05 00:00:00,510,US-OH-510,Cleveland-Akron (Canton) OH,2017
11599,11599,11599,on your feet! (tour),"Cleveland, OH","Dec 05, 2017 - Dec 23, 2017",Connor Palace,2017-12-05 00:00:00,2017-12-23 00:00:00,510,US-OH-510,Cleveland-Akron (Canton) OH,2017
11600,11600,11600,hamilton (tour: philip),"Cleveland, OH","Jul 17, 2018 - Aug 26, 2018",KeyBank State Theatre,2018-07-17 00:00:00,2018-08-26 00:00:00,510,US-OH-510,Cleveland-Akron (Canton) OH,2018
11610,11610,11610,school of rock – the musical (tour),"Cleveland, OH","Mar 05, 2019 - Mar 24, 2019",Connor Palace,2019-03-05 00:00:00,2019-03-24 00:00:00,510,US-OH-510,Cleveland-Akron (Canton) OH,2019
11612,11612,11612,love never dies (tour),"Cleveland, OH","Jan 09, 2018 - Jan 28, 2018",KeyBank State Theatre,2018-01-09 00:00:00,2018-01-28 00:00:00,510,US-OH-510,Cleveland-Akron (Canton) OH,2018
11613,11613,11613,les misérables (tour),"Cleveland, OH","Oct 30, 2018 - Nov 18, 2018",Connor Palace,2018-10-30 00:00:00,2018-11-18 00:00:00,510,US-OH-510,Cleveland-Akron (Canton) OH,2018
11620,11620,11620,the lion king (tour: rafiki),"Cleveland, OH","Aug 07, 2019 - Sep 01, 2019",KeyBank State Theatre,2019-08-07 00:00:00,2019-09-01 00:00:00,510,US-OH-510,Cleveland-Akron (Canton) OH,2019
11627,11627,11627,the humans (tour),"Cleveland, OH","Apr 10, 2018 - Apr 29, 2018",Connor Palace,2018-04-10 00:00:00,2018-04-29 00:00:00,510,US-OH-510,Cleveland-Akron (Canton) OH,2018
11631,11631,11631,a night with janis joplin (tour),"Cleveland, OH","Nov 07, 2017 - Nov 07, 2017",Connor Palace,2017-11-07 00:00:00,2017-11-07 00:00:00,510,US-OH-510,Cleveland-Akron (Canton) OH,2017
11640,11640,11640,dear evan hansen (tour),"Cleveland, OH","Jun 11, 2019 - Jun 30, 2019",Connor Palace,2019-06-11 00:00:00,2019-06-30 00:00:00,510,US-OH-510,Cleveland-Akron (Canton) OH,2019
11641,11641,11641,"hello, dolly! (tour)","Cleveland, OH","Sep 30, 2018 - Oct 21, 2018",Connor Palace,2018-09-30 00:00:00,2018-10-21 00:00:00,510,US-OH-510,Cleveland-Akron (Canton) OH,2018
11642,11642,11642,miss saigon (tour),"Cleveland, OH","Jan 29, 2019 - Feb 17, 2019",Connor Palace,2019-01-29 00:00:00,2019-02-17 00:00:00,510,US-OH-510,Cleveland-Akron (Canton) OH,2019
11644,11644,11644,a bronx tale the musical (tour),"Cleveland, OH","Apr 23, 2019 - May 12, 2019",Connor Palace,2019-04-23 00:00:00,2019-05-12 00:00:00,510,US-OH-510,Cleveland-Akron (Canton) OH,2019
11645,11645,11645,come from away (tour),"Cleveland, OH","Jul 09, 2019 - Jul 28, 2019",Connor Palace,2019-07-09 00:00:00,2019-07-28 00:00:00,510,US-OH-510,Cleveland-Akron (Canton) OH,2019
11663,11663,11663,the band's visit (tour),"Cleveland, OH","Nov 05, 2019 - Nov 24, 2019",Connor Palace,2019-11-05 00:00:00,2019-11-24 00:00:00,510,US-OH-510,Cleveland-Akron (Canton) OH,2019
11681,11681,11681,mean girls (tour),"Cleveland, OH","Dec 03, 2019 - Dec 22, 2019",Connor Palace,2019-12-03 00:00:00,2019-12-22 00:00:00,510,US-OH-510,Cleveland-Akron (Canton) OH,2019
11682,11682,11682,summer (tour),"Cleveland, OH","Oct 08, 2019 - Oct 27, 2019",Connor Palace,2019-10-08 00:00:00,2019-10-27 00:00:00,510,US-OH-510,Cleveland-Akron (Canton) OH,2019
11695,11695,11695,irving berlin's white christmas (tour),"Cleveland, OH","Nov 26, 2019 - Dec 01, 2019",KeyBank State Theatre,2019-11-26 00:00:00,2019-12-01 00:00:00,510,US-OH-510,Cleveland-Akron (Canton) OH,2019
